product_id,software_name,cert_type,cert_id,cert_vendor,cert_product,pqc_algorithms,certification_level,status,cert_date,cert_link
ibm-z-os-cryptographic-services-icsf,IBM z/OS Cryptographic Services (ICSF),FIPS 140-3,4755,IBM Corporation,IBM® Crypto for C,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-08-09,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4755
ibm-z-os-cryptographic-services-icsf,IBM z/OS Cryptographic Services (ICSF),FIPS 140-3,4789,IBM,IBM DataPower FIPS Provider,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-09-06,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4789
ibm-z-os-cryptographic-services-icsf,IBM z/OS Cryptographic Services (ICSF),FIPS 140-3,4889,IBM,AIX FIPS Crypto Provider for OpenSSL 3,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-11-18,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4889
ibm-z-vse,IBM z/VSE,FIPS 140-3,4591,IBM Corporation,IBM® z/OS® Version 2 Release 4 ICSF PKCS #11 Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2023-09-11,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4591
ibm-z-vse,IBM z/VSE,FIPS 140-3,4618,IBM Corporation,IBM® z/OS® Version 2 Release 4 System SSL Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2023-09-28,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4618
ibm-z-vse,IBM z/VSE,FIPS 140-3,4755,IBM Corporation,IBM® Crypto for C,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-08-09,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4755
ibm-z-vse,IBM z/VSE,FIPS 140-3,4789,IBM,IBM DataPower FIPS Provider,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-09-06,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4789
ibm-z-vse,IBM z/VSE,FIPS 140-3,4889,IBM,AIX FIPS Crypto Provider for OpenSSL 3,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-11-18,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4889
ibm-z17-quantum-safe,IBM z17 Quantum Safe,FIPS 140-3,4755,IBM Corporation,IBM® Crypto for C,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-08-09,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4755
ibm-z17-quantum-safe,IBM z17 Quantum Safe,FIPS 140-3,4789,IBM,IBM DataPower FIPS Provider,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-09-06,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4789
ibm-z17-quantum-safe,IBM z17 Quantum Safe,FIPS 140-3,4889,IBM,AIX FIPS Crypto Provider for OpenSSL 3,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-11-18,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4889
idemia-digital-identity-platform,IDEMIA Digital Identity Platform,ACVP,A6961,IDEMIA Secure Transactions,IDEMIA Sphere Cryptographic Library,"LMS, ML-DSA, ML-KEM, SLH-DSA",,Active,2025-05-28,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=19694
idemia-digital-identity-platform,IDEMIA Digital Identity Platform,FIPS 140-3,4827,IDEMIA,FIPS Applet on RookySE,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-10-11,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4827
idemia-digital-identity-platform,IDEMIA Digital Identity Platform,FIPS 140-3,5024,IDEMIA,ID-One PIV 243 in NPIVP & CIV Configurations,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2025-06-09,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5024
idemia-digital-identity-platform,IDEMIA Digital Identity Platform,FIPS 140-3,5027,IDEMIA,ID-One PIV 243 in SPE Configurations,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2025-06-17,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5027
idemia-pqc-secure-element,IDEMIA PQC Secure Element,ACVP,A6961,IDEMIA Secure Transactions,IDEMIA Sphere Cryptographic Library,"LMS, ML-DSA, ML-KEM, SLH-DSA",,Active,2025-05-28,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=19694
idemia-pqc-secure-element,IDEMIA PQC Secure Element,FIPS 140-3,4827,IDEMIA,FIPS Applet on RookySE,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-10-11,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4827
idemia-pqc-secure-element,IDEMIA PQC Secure Element,FIPS 140-3,5024,IDEMIA,ID-One PIV 243 in NPIVP & CIV Configurations,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2025-06-09,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5024
idemia-pqc-secure-element,IDEMIA PQC Secure Element,FIPS 140-3,5027,IDEMIA,ID-One PIV 243 in SPE Configurations,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2025-06-17,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5027
infineon-aurix-tc49-pqc,Infineon AURIX TC49 PQC,FIPS 140-3,4446,Infineon Technologies AG,SLS37CSAUS V2X,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2023-03-07,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4446
infineon-optiga-tpm-slb-9672,Infineon OPTIGA TPM SLB 9672,FIPS 140-3,4347,Infineon Technologies AG,Trusted Platform Module 2.0 SLB 9672,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2022-10-24,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4347
infineon-optiga-tpm-slb-9672,Infineon OPTIGA TPM SLB 9672,FIPS 140-3,4446,Infineon Technologies AG,SLS37CSAUS V2X,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2023-03-07,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4446
infineon-optiga-tpm-slb-9672,Infineon OPTIGA TPM SLB 9672,FIPS 140-3,4468,Infineon Technologies AG,Trusted Platform Module 2.0 SLB 9672 FW 17.24 and SLB 9673 FW 27.24,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2023-04-07,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4468
infineon-optiga-tpm-slb-9672,Infineon OPTIGA TPM SLB 9672,FIPS 140-3,4467,Infineon Technologies AG,Trusted Platform Module 2.0 SLB 9672 FW 16.24 and SLB 9673 FW 26.24,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2023-04-07,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4467
infineon-psoc-control-c3-pqc,Infineon PSOC Control C3 PQC,FIPS 140-3,4446,Infineon Technologies AG,SLS37CSAUS V2X,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2023-03-07,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4446
infineon-tegrion-slc27-pqc,Infineon TEGRION SLC27 PQC,FIPS 140-3,4347,Infineon Technologies AG,Trusted Platform Module 2.0 SLB 9672,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2022-10-24,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4347
infineon-tegrion-slc27-pqc,Infineon TEGRION SLC27 PQC,FIPS 140-3,4468,Infineon Technologies AG,Trusted Platform Module 2.0 SLB 9672 FW 17.24 and SLB 9673 FW 27.24,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2023-04-07,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4468
infineon-tegrion-slc27-pqc,Infineon TEGRION SLC27 PQC,FIPS 140-3,4467,Infineon Technologies AG,Trusted Platform Module 2.0 SLB 9672 FW 16.24 and SLB 9673 FW 26.24,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2023-04-07,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4467
infineon-tegrion-sli22-automotive,Infineon TEGRION SLI22 Automotive,FIPS 140-3,4446,Infineon Technologies AG,SLS37CSAUS V2X,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2023-03-07,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4446
intel-platform-trust-technology-ptt,Intel Platform Trust Technology (PTT),ACVP,A7332,Intel Corporation,liboqs,"ML-DSA, ML-KEM",,Active,2025-08-14,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20098
intel-platform-trust-technology-ptt,Intel Platform Trust Technology (PTT),FIPS 140-3,4150,Intel Corporation,"Intel® Converged Security and Manageability Engine (CSME) Crypto Module for Tiger Point PCH, Mule Creek Canyon PCH, and Rocket Lake PCH",No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2022-02-10,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4150
intel-platform-trust-technology-ptt,Intel Platform Trust Technology (PTT),FIPS 140-3,4158,Intel Corporation,Cryptographic Module for Intel® Converged Security and Manageability Engine (CSME),No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2022-02-17,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4158
intel-platform-trust-technology-ptt,Intel Platform Trust Technology (PTT),FIPS 140-3,4648,Intel Corporation,Cryptographic Module for Intel® Platforms' Security Engine Chipset,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2023-10-26,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4648
intel-platform-trust-technology-ptt,Intel Platform Trust Technology (PTT),FIPS 140-3,4749,Intel Corporation,Crypto Module for Intel® Alder Point PCH Converged Security and Manageability Engine (CSME),No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-08-02,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4749
intel-platform-trust-technology-ptt,Intel Platform Trust Technology (PTT),FIPS 140-3,5032,Intel Corporation,Intel® QuickAssist Technology (QAT) Provider,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2025-06-26,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5032
intel-tdx-trust-domain-extensions,Intel TDX (Trust Domain Extensions),ACVP,A7332,Intel Corporation,liboqs,"ML-DSA, ML-KEM",,Active,2025-08-14,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20098
intel-tdx-trust-domain-extensions,Intel TDX (Trust Domain Extensions),FIPS 140-3,4648,Intel Corporation,Cryptographic Module for Intel® Platforms' Security Engine Chipset,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2023-10-26,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4648
intel-tdx-trust-domain-extensions,Intel TDX (Trust Domain Extensions),FIPS 140-3,4749,Intel Corporation,Crypto Module for Intel® Alder Point PCH Converged Security and Manageability Engine (CSME),No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-08-02,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4749
intel-tdx-trust-domain-extensions,Intel TDX (Trust Domain Extensions),FIPS 140-3,5032,Intel Corporation,Intel® QuickAssist Technology (QAT) Provider,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2025-06-26,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5032
juniper-junos-os,Juniper Junos OS,FIPS 140-3,4961,"Juniper Networks, Inc.",Juniper Networks PTX10008 and PTX10016 Packet Transport Routers,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2025-02-07,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4961
juniper-junos-os,Juniper Junos OS,FIPS 140-3,4960,"Juniper Networks, Inc.",Juniper Networks PTX1000 Packet Transport Router,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2025-02-07,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4960
juniper-junos-os,Juniper Junos OS,FIPS 140-3,5118,"Juniper Networks, Inc.",Juniper Networks MX304 and EX4100 with MACsec,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2026-01-09,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5118
juniper-junos-os,Juniper Junos OS,FIPS 140-3,5136,Juniper Networks,"Juniper Networks EX, QFX and ACX Series with MACsec",No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2026-01-15,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5136
juniper-junos-os,Juniper Junos OS,FIPS 140-3,5134,"Juniper Networks, Inc.",Juniper Networks MX Series 3D Universal Edge Routers,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2026-01-15,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5134
juniper-srx-series-firewalls,Juniper SRX Series Firewalls,FIPS 140-3,4625,"Juniper Networks, Inc","Juniper Networks SRX345, SRX345-DUAL-AC, SRX380 and SRX1500 Services Gateway",No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2023-10-04,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4625
juniper-srx-series-firewalls,Juniper SRX Series Firewalls,FIPS 140-3,5119,"Juniper Networks, Inc.",Juniper Networks EX4100,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2026-01-09,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5119
juniper-srx-series-firewalls,Juniper SRX Series Firewalls,FIPS 140-3,5135,Juniper Networks,"Juniper Networks EX, QFX and ACX Series",No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2026-01-15,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5135
juniper-srx-series-firewalls,Juniper SRX Series Firewalls,FIPS 140-3,5141,"Juniper Networks, Inc",Juniper Networks SRX Series Services Gateways,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2026-01-18,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5141
juniper-srx-series-firewalls,Juniper SRX Series Firewalls,FIPS 140-3,5150,"Juniper Networks, Inc.",Juniper Networks vSRX 3.0 Virtual Firewall,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2026-01-28,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5150
kiteworks-pqc-file-sharing,Kiteworks PQC File Sharing,FIPS 140-3,4893,Kiteworks (Accellion Inc.),Kiteworks FIPS Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-11-20,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4893
kiteworks-pqc-file-sharing,Kiteworks PQC File Sharing,FIPS 140-3,4980,Kiteworks,Kiteworks Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2025-03-03,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4980
marvell-liquidsecurity-2,Marvell LiquidSecurity 2,ACVP,A6877,"Marvell Semiconductor, Inc.",LS2-OQS-Crypto,"ML-DSA, ML-KEM",,Active,2025-05-01,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=19612
marvell-liquidsecurity-2,Marvell LiquidSecurity 2,Common Criteria,cc-marvell-ls2-hsm-hardware-version--cn9310410-03-c-firmware-version--marvell-ls2-fw-10-24-0780-bootloader-version--marvell-ls2-uboot-10-24-0702-r01-sb-or-marvell-ls2-uboot-10-24-0702-r02-sb-psm2,"Marvell Semiconductor, Inc (Scheme: NL)",Marvell LS2 HSM Hardware version: CN9310410-03 C Firmware version: MARVELL-LS2-FW-10.24-0780 Bootloader version: MARVELL-LS2-UBOOT-10.24-0702-R01-SB or MARVELL-LS2-UBOOT-10.24-0702-R02-SB,"ML-KEM, ML-DSA","EAL4+,ALC_FLR.3,AVA_VAN.5",Active,2026-02-23,https://www.commoncriteriaportal.org/files/epfiles/NSCIB-CC-2400151-01-ST.pdf
marvell-liquidsecurity-2,Marvell LiquidSecurity 2,FIPS 140-3,4700,"Marvell Semiconductor, Inc.",NITROXIII CNN35XX-NFBE HSM Family,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-05-30,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4700
marvell-liquidsecurity-2,Marvell LiquidSecurity 2,FIPS 140-3,4703,"Marvell Semiconductor, Inc.",Marvell LS2 HSM Family,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-06-06,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4703
microsoft-ad-cs,Microsoft AD CS,FIPS 140-3,4766,Microsoft Corporation,Kernel Mode Cryptographic Primitives Library,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-08-19,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4766
microsoft-ad-cs,Microsoft AD CS,FIPS 140-3,4825,Microsoft Corporation,Cryptographic Primitives Library,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-10-07,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4825
microsoft-azure,Microsoft Azure,FIPS 140-3,4766,Microsoft Corporation,Kernel Mode Cryptographic Primitives Library,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-08-19,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4766
microsoft-azure,Microsoft Azure,FIPS 140-3,4825,Microsoft Corporation,Cryptographic Primitives Library,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-10-07,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4825
microsoft-defender-for-endpoint,Microsoft Defender for Endpoint,FIPS 140-3,4766,Microsoft Corporation,Kernel Mode Cryptographic Primitives Library,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-08-19,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4766
microsoft-defender-for-endpoint,Microsoft Defender for Endpoint,FIPS 140-3,4825,Microsoft Corporation,Cryptographic Primitives Library,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-10-07,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4825
microsoft-edge,Microsoft Edge,FIPS 140-3,4766,Microsoft Corporation,Kernel Mode Cryptographic Primitives Library,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-08-19,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4766
microsoft-edge,Microsoft Edge,FIPS 140-3,4825,Microsoft Corporation,Cryptographic Primitives Library,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-10-07,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4825
microsoft-entra-external-id,Microsoft Entra External ID,FIPS 140-3,4766,Microsoft Corporation,Kernel Mode Cryptographic Primitives Library,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-08-19,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4766
microsoft-entra-external-id,Microsoft Entra External ID,FIPS 140-3,4825,Microsoft Corporation,Cryptographic Primitives Library,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-10-07,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4825
microsoft-entra-id,Microsoft Entra ID,FIPS 140-3,4766,Microsoft Corporation,Kernel Mode Cryptographic Primitives Library,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-08-19,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4766
microsoft-entra-id,Microsoft Entra ID,FIPS 140-3,4825,Microsoft Corporation,Cryptographic Primitives Library,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-10-07,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4825
microsoft-entra-verified-id,Microsoft Entra Verified ID,FIPS 140-3,4766,Microsoft Corporation,Kernel Mode Cryptographic Primitives Library,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-08-19,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4766
microsoft-entra-verified-id,Microsoft Entra Verified ID,FIPS 140-3,4825,Microsoft Corporation,Cryptographic Primitives Library,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-10-07,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4825
microsoft-hyper-v,Microsoft Hyper-V,FIPS 140-3,4766,Microsoft Corporation,Kernel Mode Cryptographic Primitives Library,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-08-19,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4766
microsoft-hyper-v,Microsoft Hyper-V,FIPS 140-3,4825,Microsoft Corporation,Cryptographic Primitives Library,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-10-07,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4825
microsoft-intune,Microsoft Intune,FIPS 140-3,4766,Microsoft Corporation,Kernel Mode Cryptographic Primitives Library,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-08-19,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4766
microsoft-intune,Microsoft Intune,FIPS 140-3,4825,Microsoft Corporation,Cryptographic Primitives Library,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-10-07,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4825
microsoft-rds,Microsoft RDS,FIPS 140-3,4766,Microsoft Corporation,Kernel Mode Cryptographic Primitives Library,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-08-19,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4766
microsoft-rds,Microsoft RDS,FIPS 140-3,4825,Microsoft Corporation,Cryptographic Primitives Library,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-10-07,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4825
microsoft-remote-desktop-services-rds,Microsoft Remote Desktop Services (RDS),FIPS 140-3,4766,Microsoft Corporation,Kernel Mode Cryptographic Primitives Library,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-08-19,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4766
microsoft-remote-desktop-services-rds,Microsoft Remote Desktop Services (RDS),FIPS 140-3,4825,Microsoft Corporation,Cryptographic Primitives Library,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-10-07,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4825
microsoft-signtool,Microsoft SignTool,FIPS 140-3,4457,Microsoft Corporation,TCB Launcher,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2023-03-22,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4457
microsoft-signtool,Microsoft SignTool,FIPS 140-3,4546,Microsoft Corporation,Boot Manager,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2023-06-30,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4546
microsoft-signtool,Microsoft SignTool,FIPS 140-3,4545,Microsoft Corporation,Windows OS Loader,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2023-06-30,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4545
microsoft-signtool,Microsoft SignTool,FIPS 140-3,4602,Microsoft Corporation,Code Integrity,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2023-09-20,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4602
microsoft-signtool,Microsoft SignTool,FIPS 140-3,4640,Microsoft Corporation,Secure Kernel Code Integrity,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2023-10-23,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4640
microsoft-symcrypt,Microsoft SymCrypt,FIPS 140-3,4766,Microsoft Corporation,Kernel Mode Cryptographic Primitives Library,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-08-19,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4766
microsoft-symcrypt,Microsoft SymCrypt,FIPS 140-3,4825,Microsoft Corporation,Cryptographic Primitives Library,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-10-07,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4825
nec-5g-core,NEC 5G Core,FIPS 140-3,4236,NEC Corporation,NEC Storage Encryption Board for SAS,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2022-05-25,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4236
nxp-edgelock-se051h,NXP EdgeLock SE051H,FIPS 140-3,4679,"NXP Semiconductors, Inc.",JCOP 4.5 on P71D600,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-03-11,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4679
nxp-edgelock-se051h,NXP EdgeLock SE051H,FIPS 140-3,4839,"NXP Semiconductors, Inc.",i.MX8 DXL V2X,LMS,FIPS 140-3 L3,Active,2024-10-16,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4839
nxp-edgelock-se051h,NXP EdgeLock SE051H,FIPS 140-3,5139,"NXP Semiconductors, Inc.",SE052F,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2026-01-16,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5139
nxp-jcop-4-5-p71d600,NXP JCOP 4.5 P71D600,FIPS 140-3,4679,"NXP Semiconductors, Inc.",JCOP 4.5 on P71D600,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-03-11,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4679
nxp-jcop-4-5-p71d600,NXP JCOP 4.5 P71D600,FIPS 140-3,5139,"NXP Semiconductors, Inc.",SE052F,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2026-01-16,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5139
nxp-orangebox-2-0-pqc,NXP OrangeBox 2.0 PQC,FIPS 140-3,4839,"NXP Semiconductors, Inc.",i.MX8 DXL V2X,LMS,FIPS 140-3 L3,Active,2024-10-16,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4839
nxp-s32k5-automotive-pqc-mcu,NXP S32K5 Automotive PQC MCU,FIPS 140-3,4839,"NXP Semiconductors, Inc.",i.MX8 DXL V2X,LMS,FIPS 140-3 L3,Active,2024-10-16,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4839
nxp-se051-secure-element,NXP SE051 Secure Element,FIPS 140-3,4679,"NXP Semiconductors, Inc.",JCOP 4.5 on P71D600,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-03-11,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4679
nxp-se051-secure-element,NXP SE051 Secure Element,FIPS 140-3,4839,"NXP Semiconductors, Inc.",i.MX8 DXL V2X,LMS,FIPS 140-3 L3,Active,2024-10-16,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4839
nxp-se051-secure-element,NXP SE051 Secure Element,FIPS 140-3,5139,"NXP Semiconductors, Inc.",SE052F,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2026-01-16,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5139
nxp-i-mx-94-pqc-processor,NXP i.MX 94 PQC Processor,FIPS 140-3,4839,"NXP Semiconductors, Inc.",i.MX8 DXL V2X,LMS,FIPS 140-3 L3,Active,2024-10-16,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4839
netapp-ontap-9-16,NetApp ONTAP 9.16,FIPS 140-3,4731,"NetApp, Inc.",NetApp CryptoMod,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-07-19,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4731
netapp-ontap-9-16,NetApp ONTAP 9.16,FIPS 140-3,4838,"NetApp, Inc.",NetApp Cryptographic Security Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-10-16,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4838
